author,cid,comment,commentsCount,pageUrl,title,videoId
@mmarioowo,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C8JrEjjetN,"Omoite",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@mmarioowo,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C8JqZEm85r,"Yugamanai",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@mmarioowo,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C8Jpb-HDSZ,"Tsuyoni no kedemo",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@mmarioowo,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C8JnZrjDoJ,"Dore dake",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@ebenggg,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C8HUz-tAE5,"Dame da noyo",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@carljohnson505,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C2tvnKXOzy,"@KasihTahu  baka mitai :*",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@mmarioowo,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9BqNKHiU59O,"Suki sukige",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@KasihTahu,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9BoaU9o-E_Z,"??",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@carisaraufah8228,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9D8V2XvysiT,"A",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@mmarioowo,Ugx9PM8_bbE5pogMpyl4AaABAg.9BjuX1zq4lj9C9S4RLpCcA,"@ebenggg  yoi:v",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@KasihTahu,UgwwUIpODpUmf7zgjy54AaABAg.9B4d6NDJAkH9B51LYL68fE,"Saya tidak tahu caranya, dan kamu juga butuh komputer yang sangat kuat untuk menangani ebannya.",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@portraita2679,UgxPHEhIttNyvvuDscR4AaABAg.9At5KQOeYhj9Qdn32blWOZ,"🙏🏻😌 Mantap Lord 🤣",134,https://www.youtube.com/watch?v=QvVaIIVzrNo,Kemampuan Teknologi Deepfake,QvVaIIVzrNo
@ghaniangga3808,Ugx_0m0c1gCjLHs0pEF4AaABAg,"Mantap bang",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@mistermasker5963,UgyUSutWG220w3cBPLR4AaABAg,"Kalo metode penipuan gabungan sampai vcs di rekam sih yg ga ada obat. Dulu kan banyak di China, pelakunya org china jg tp dilakukan di luar negeri termasuk dilakukan dr Indonesia. Parahnya pake cewe asli ngajakin vcs kemudian direkam. Rekamannya dipakai utk memeras, diancam akan disebarkan pd teman2nya dan keluarganya. Sampai ada yg bunuh diri.",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@tonihimawan9996,Ugzylhd1zEquioHS6Ql4AaABAg,"bagus  bang semangat teruss",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@udincupubapuk,UgyBU31Zo-f_y4bLoJF4AaABAg,"5:41 hitungan dari mana 622000 usd sama dengan 920 juta rupiah?",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@Cinotoners,UgzBobLoD90Fuupy6kN4AaABAg,"Saran bang, suaranya gk perlu di edit, normal aja",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@odov,UgzPC37Jr5X6yU4I7UN4AaABAg,"video UYM marah2 apakah pake deepfake atau real? videonya keliatan burik dan aneh..",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@THEREAL100MAN,UgxmzqrdLQ6pm9mhZb94AaABAg,"Спасибо всем, кто поддерживает Россию, мы должны быть смелыми против Америки и ее союзников, если мы подчинимся им, нас только разыграют и воспользуются...",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@satriapiningitpsknmalaikat7095,UgwS76Xikdd72Sg9tPp4AaABAg,"Pandir kalian ga bsa trawangan...itu vidio asli...yg palsu justru yg nantang perang trus2an dan itu duplikatnya zalensky...targetnya adlh menambah  sangsi kpd Rusia...Allah balik keadaannya AS dan NATO justru rugi besar (inflasi) atas sangsinya sendiri dan nilai Rubel itu jdi kuat..mudah bagi Allah menghancurkan zionist yg bertebaran di dunia ini via tangan para malaikatNya",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@asalbunyi2136,Ugy6BJZHiWr4FRkBTuB4AaABAg,"kan emang yg di tampilkan penghibur juga🤣",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@am1035,Ugz5uj-p0FkNjeLTNzJ4AaABAg,"Kalo ini ahlinya presiden ukraina wkwkwkw",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@yudho_pratama8585,UgzAOwt4ou099WoZ8Ip4AaABAg,"Dame da nee... Dame yo",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@itsme.4285,UgzAFRkWdRGZ5Sp0qjF4AaABAg,"Kelihatan banget bedanya...",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@zaen3113,Ugz9kBeMS2YZlI62I-14AaABAg,"prooduser zalensky",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@tamirudi8128,UgyPFZNI-nWZN7w9M914AaABAg,"BRAVO RUSIA MERDEKA",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@ronggowasito4505,UgyiGkS-lUr8yEPlkKF4AaABAg,"Deepfake sama asli sama, sama2 gak mutu 🤣🤣🤣",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@7upai,UgxwWqeeFmWLsC_rQFl4AaABAg,"🦥jangan² nanti ini bisa di jadikan alasan pihak tebong ...klo di tuntut dengan bukti Vidio....",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@7upai,UgxIUAx2rHM-xO_why14AaABAg,"Bisa jadi Tony Stark 🤣🤣🤣🤣",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@egaega6443,UgwYIm4kXaXxpDrZMxF4AaABAg,"Umat agama orang orang dari muslim seharusnya betul bikin Indonesia bangga bela afganistan dan dukung Mr Putin ayo berkarya Asia Malaysia Vietnam Thailand dll.",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@misterr9754,UgwY_IXRhftQei6Ktu54AaABAg,"Kim jong un sama Putin kome njirr",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@randomboys3240,Ugza0mtcN0CkNK1BmNR4AaABAg,"deepfake nya msih kasar tuh klihtan bet palsu",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@bydianrosie,UgznohRNtIVG-kOs4G14AaABAg,"Ketemu ini gara2 cari tahu wajah asli RaynKun 😂",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@senbonkumite7195,UgwEc_i4PCfJVG2KdjB4AaABAg.9_i-84lwUD79_i38gZXw9o,"Gue yg nangis liat komenan ini!!",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@egaega6443,UgwEc_i4PCfJVG2KdjB4AaABAg.9_i-84lwUD79_i37zwctOm,"Kita harus dkg Mr Putin ujar Abang aye Imam Al Mahdi",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@menggalidiri,UgzBobLoD90Fuupy6kN4AaABAg.9r_YScDHtvb9r_wxx6a1zm,"ini gak di edit wkwkwk, emg mic nya kurang jernih",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@cinmai978,UgxwWqeeFmWLsC_rQFl4AaABAg.9_hpHe-vMx_9amMxeWFReY,"vidio palsu ..aspal",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@adv8680,UgyiGkS-lUr8yEPlkKF4AaABAg.9_gwyLxe-OM9_hgfjyaH1i,"aneh lu,bahaya,bisa jadi salah paham,kadang yg bener malah disalahin yang salah di bener-benarkan padahal salah,itulah bahayanya",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@menggalidiri,UgyBU31Zo-f_y4bLoJF4AaABAg.9rZxAWcuruS9r_wsg8QF2N,"Mon maap nih , tukang ngetiknya typo, jadi yang bener sekitar 9.2 Milyar Rupiah",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@udincupubapuk,UgyBU31Zo-f_y4bLoJF4AaABAg.9rZxAWcuruS9r_AD8xlojg,"@AnamPlays rupiah auto meroket😅",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@AnamPlays,UgyBU31Zo-f_y4bLoJF4AaABAg.9rZxAWcuruS9r_-37NLnO4,"Rupiah sekarang udah menguat jadi 1.500an/$1 makannya 622rb dolar jadi 920jt😂",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@saya8098,UgzAOwt4ou099WoZ8Ip4AaABAg.9_gJBE1BBR39_gX2qrURB8,"Iku iku ahahahahah...dame...",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@menggalidiri,Ugzylhd1zEquioHS6Ql4AaABAg.9rZvijO1NHe9r_wpHwLVF5,"Thankyou yaa",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@vladimiraehben2308,UgyLdwwWcTns_H0Qswh4AaABAg.9_fXR_laoQ99j-golbti_t,"Ngomong yang bener ancrit",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@egaega6443,UgxmzqrdLQ6pm9mhZb94AaABAg.9_f1FTuMANe9_i32mlAjwj,"Btul Imam Al Mahdi asli sudah mengibaratkan jangan mau larut didalam kendali nato",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@menggalidiri,UgyUSutWG220w3cBPLR4AaABAg.9rZehqaTjLh9rcq9yCREY1,"ini seru nih kt bahas lebih dalam, ckkckck",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@mistermasker5963,UgyUSutWG220w3cBPLR4AaABAg.9rZehqaTjLh9ra0Q3r62TT,"@menggalidiri sdh ada yg pernah ketangkep kan sindikat china yg di Indonesia, dan ada ceweknya. Dan di Indonesia kan ada jg yg artis2 korbannya, vcs direkam tp bkn utk dipakai memeras, tp dijual hasil rekamannya, kalo yg indo bkn cewe asli dan bukan sindikat. Beda dg sindikat china mrk pake cewek beneran, seperti wts gitu.",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@menggalidiri,UgyUSutWG220w3cBPLR4AaABAg.9rZehqaTjLh9r_woGuAQyt,"wah iya? bener bener sindikat yak",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@menggalidiri,Ugx_0m0c1gCjLHs0pEF4AaABAg.9rZaZ_Fs2Af9r_wkxovYvw,"Thankyou bray",15,https://www.youtube.com/watch?v=gQT8dCs7lhk,Deepfakes Voice Clonning dan AI: BAHAYA Yang Sudah Terjadi | Pemerasan Penipuan Pornografi,gQT8dCs7lhk
@michikane8615,UgzPC37Jr5X6yU4I7UN4AaABAg.9_ev5qXu_3f9_ewpgAnI5X,"Mau burik mau aneh  mau gantung diri kek......  EGP  😂😂😂 emang dia spa..",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@suhartopwr4490,UgyboMI7iO10fo_wnSN4AaABAg,"Ukraina  sifatnya  licik  hancurkan  saja negeri  itu  Ukraina  gak mungkin  menyerah",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@baliasboy5806,UgyIPdNGZBjW4Nd1hBB4AaABAg,"Wow",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@eddykapasibu7899,Ugw480D8tDuhWgCXTHt4AaABAg.9_em2NoNpsB9eayxDbq5ai,"kalo yg pandai ga kelihatan. cek tom cruise deepfake.",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@kyutieee8734,Ugw480D8tDuhWgCXTHt4AaABAg.9_em2NoNpsB9_gDSbxVuRr,"Tapi yang awam mana ngerti",34,https://www.youtube.com/watch?v=yGcGizbphqs,Risiko Teknologi Deepfake,yGcGizbphqs
@bambangadi7680,Ugw5KQ5FwkfTGNhzp6d4AaABAg,"Si panci mana suaranya....",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@amronamar5216,Ugx5FeECQ9l0QEJeO2B4AaABAg,"Fixx pengalihan bisuullll",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@ahmadsyafiih185,UgwhrwlgbX5C_qaPZ9Z4AaABAg,"😴",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@dangsat702,Ugy2ELWqVs7fLFu7T3t4AaABAg,"Sekarang wanita Banyak BERPAKAIAN seperti telanjang CONTOH PAKAI YAN Ketat apa lagi GOYANG PARGOY Di SOSIAL MEDIA dll",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@dangsat702,UgzAh2ACiwdlv4lD5CF4AaABAg,"Cinta kepada DUNIAWI Dan cinta GAYA HIDUP ORANG KAFIR TIDAK ADA MANFAAT Untuk dunia dan akhirat.",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@dangsat702,UgzZRCPaU4ZV1ZDW7MN4AaABAg,"SAUDARA KU CINTA lah KEPADA RASULULLAH ,ULAMA YG BERPEDOMAN KEPADA KITAB SUCI AL QUR'AN dan HADITS",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@dangsat702,UgwRxt-N8FGdwrPwBx14AaABAg,"Di akhir JAMAN kalau susah cari ulama yang BENAR CARILAH ULAMA YG PALING DI BENCI OLEH ORANG KAFIR Kata imam Syafi'i dan JAUHILAH ULAMA YG PALING dekat pada ORANG KAFIR.",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@tutorialmix106,UgxgR1qB6P2bz8O3N9R4AaABAg,"Deepfake, fitnah yg belum pernah ada di zaman nabi, terjadi di zaman modern",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@ddnsunarya3100,UgwEyPpLJ4acWjW1Klp4AaABAg,"Dari si suryo aku percaya penjelasan abimanyu pejelasan nya mengerti ga mendesak seseorang",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@sarasan5750,UgzaKrtQSjwAKVmCI314AaABAg,"Belum selesai kasus artis gisel,ada lagi issu baru nagita.",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@diandraresty9239,UgxnxHsekCV52Naq9PR4AaABAg,"Benar tuh editan vidio skrng mkin canggih dan di aplikasi sudh bnyak kok",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@purinpuji7534,UgyrlCrgO1hHUgPTEkx4AaABAg,"Orang kalo sudah campur politik kebanyakan ngawur.(Roy Suryo).",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@virgi856,UgxF_KbYHbV8sey3C_B4AaABAg,"Ngeri ih.  Bisa dipake buat jahatin orang itu.",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@majujaya8217,UgyhfDRqhMk3kTMwU814AaABAg,"Org yg di beritakan nya mereka baik2 aja, klo memang itu benar artis inisial NS suaminya pasti marah",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@Muslimquotes99,UgzkgwXzzxSRjxi7YTJ4AaABAg,"Sebetulnya ini menjadi pelajaran, bahwa di dunia yg serba modern teknologi pun maju membuat mahal nya privasi, kita harus benar-benar hati-hati jika upload foto kita/Selfi  ke media sosial karena banyak yg melihat dan banyak juga oknum yg membuat menyalah gunakan foto atau data pribadi kita, karena sejatinya ketika kita upload foto banyak orang yg bisa mendownload atau banyak akun fake yg menggunggah foto orang di akun mereka, karena dengan canggih nya teknologi maupun aplikasi banyak sekali tindak kriminal yg bisa dilakukan oleh oknum tertentu, karena pengalaman banyak sekali orang yang menipu lewat aplikasi media sosial yg mana mereka menggunakan foto wajah orang lain untuk media sosial si oknum ini yg digunakan untuk tindakan kriminal, maka berhati-hatilah teman jika anda upload foto,video, suara dimedia sosial bisa jadi digunakan untuk ajang candaan ataupun kriminal untuk kepentingan oknum yg tidak bertanggung jawab, sekali lagi berhati-hatilah bermedia sosial dan membagikan info data diri anda di Era yg digital ini 🙏🙏",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@ajidmahendra,UgxMl6lV4JfhhjQGER94AaABAg,"Jangan sebut Roy Suryo pakar telematika lagi, dia udah banyak ketinggalan, dia mau nyoba politik",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@sidea4300,Ugz6yRuPDOcYkBdCh-B4AaABAg,"Nah ini nih yg pantes jd ahli telematika sesuai fakta",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@rikosiregarrikosiregar5786,UgxhIJz_tyOKjDhZXvZ4AaABAg,"Jahat yah😂",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@tripbgchannel7899,UgxgR1qB6P2bz8O3N9R4AaABAg.9XNZZ2noNPX9XSsbr8wr5y,"Betul, temenku juga sering bikin vidio kya gitu tp pakai orang luar negeri",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@harvest_store,UgwRxt-N8FGdwrPwBx14AaABAg.9XNRNY6nlSz9XNSfxw0w4e,"hoax itu",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@BudiYanto-rw8pv,Ugw5KQ5FwkfTGNhzp6d4AaABAg.9XLgvyQ-ZeN9XNUp15BsWk,"Si Panci masih cek candi hambalang 🏯",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@atmaditriwangsa9028,UgywdsT5hfyTCWo1zBl4AaABAg,"Kepake juga teknologi yg ad di film Mission Impossible. Bayangkan klo d pake utk kejahatan siber atau kejahatan maya.",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@aulornadesign5743,UgyJ6om74CjRFBI37y54AaABAg,"Teknologi semakin canggih. Kejahatan semakin tinggi🙈",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@endangachdi2071,UgyxTUywoW-jPq9_Hox4AaABAg,"Pembawa acaranya dungu",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@harryindo8752,UgzH7EyFzWUnVDTp-yh4AaABAg,"kaya ny pakai adobe after efek bisa tuh....🤐",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@cpdebatchristianprince.3599,UgwXIctFLaj6hj8h0qR4AaABAg,"DiMana link videonya??",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@thomasariyanto75,UgyddkUazoJrWQxN1th4AaABAg,"Televisi berperan penting untuk mngabarkan perkembangan dunia. Agar rakyat kita pandai.",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@whoami8492,UgwU8oDwes-YYMq0cpd4AaABAg,"bagi link dong 😹",31,https://www.youtube.com/watch?v=9fUJ1Oaq9PI,WASPADA! Mengenal Teknologi Deepfake Kerap Digunakan Tindak Kejahatan | Kabar Siang tvOne,9fUJ1Oaq9PI
@PLAYSTGAME-jn2zw,UgxIlt1_TG3CV5lINLZ4AaABAg,"Aplikasi yg berbahaya",109,https://www.youtube.com/watch?v=ZRs7rhUcVXA,Pakai Teknologi Deepfake  Akun Ini Buat Bingung Jutaan Pengguna TikTok | tvOne Minute,ZRs7rhUcVXA
@idaman588,Ugz4Pn85BRMaLw2Qe_l4AaABAg,"padahal ga pake teknologi deepfake jga mirip tom cruse ni orang ,ya mungkin klo natural ga pake teknologi deepfake follower nya lebih dari 300rb",109,https://www.youtube.com/watch?v=ZRs7rhUcVXA,Pakai Teknologi Deepfake  Akun Ini Buat Bingung Jutaan Pengguna TikTok | tvOne Minute,ZRs7rhUcVXA
@relationship3726,UgxEtjDTmGV98QUjNr14AaABAg,"ini kalau kasih ke 62, hummm jadi bahan fitnah dan anehnya bakal banyak yg percaya, dan tahu kenapa ? karena hahaha",109,https://www.youtube.com/watch?v=ZRs7rhUcVXA,Pakai Teknologi Deepfake  Akun Ini Buat Bingung Jutaan Pengguna TikTok | tvOne Minute,ZRs7rhUcVXA
@laliluleli,Ugyl-wFqg3gUa2KCBcZ4AaABAg,"Gila sih ini...kalo teknologi ini dipakai sm orang jahat",109,https://www.youtube.com/watch?v=ZRs7rhUcVXA,Pakai Teknologi Deepfake  Akun Ini Buat Bingung Jutaan Pengguna TikTok | tvOne Minute,ZRs7rhUcVXA
@Blackpetroleum05,Ugzo3Dsjcz5dC1SlxEx4AaABAg,"Diluar udah mendarat di mars,disini masih digoblok2in tiktod",109,https://www.youtube.com/watch?v=ZRs7rhUcVXA,Pakai Teknologi Deepfake  Akun Ini Buat Bingung Jutaan Pengguna TikTok | tvOne Minute,ZRs7rhUcVXA
